level,node,kappa,p,B,events,phat
zone,4332587258,3,0.005,100000,0,0.0
zone,4343830708,2,0.005,100000,51,0.00051
zone,4387293874,1,0.005,100000,2501,0.02501
zone,4387294101,1,0.005,100000,2016,0.02016
zone,4454226365,1,0.005,100000,955,0.00955
zone,4461889412,2,0.005,100000,13,0.00013
zone,4485344001,3,0.005,100000,0,0.0
zone,4541533775,2,0.005,100000,12,0.00012
zone,4578927239,4,0.005,100000,0,0.0
zone,4587765907,3,0.005,100000,0,0.0
zone,4653143524,3,0.005,100000,2,2e-05
zone,4708182445,3,0.005,100000,0,0.0
zone,4793246800,3,0.005,100000,0,0.0
zone,4834268092,4,0.005,100000,0,0.0
zone,4922624387,5,0.005,100000,0,0.0
zone,4965780374,3,0.005,100000,0,0.0
zone,4968308518,2,0.005,100000,8,8e-05
zone,4992914467,3,0.005,100000,0,0.0
zone,5023791993,2,0.005,100000,18,0.00018
zone,5159196081,2,0.005,100000,52,0.00052
zone,5247256771,2,0.005,100000,11,0.00011
zone,5767709820,2,0.005,100000,3,3e-05
zone,5908351895,3,0.005,100000,0,0.0
zone,6066409948,2,0.005,100000,5,5e-05
zone,6082812857,2,0.005,100000,7,7e-05
zone,6103772408,1,0.005,100000,1062,0.01062
zone,6218672137,4,0.005,100000,0,0.0
zone,6297842341,3,0.005,100000,1,1e-05
zone,6382607320,50,0.005,100000,0,0.0
zone,6382660358,1,0.005,100000,1487,0.01487
zone,6413205593,1,0.005,100000,541,0.00541
zone,6424992738,3,0.005,100000,1,1e-05
zone,6485634277,1,0.005,100000,2484,0.02484
zone,6842012554,2,0.005,100000,7,7e-05
zone,6943141604,3,0.005,100000,1,1e-05
zone,6978253606,2,0.005,100000,6,6e-05
zone,7078045305,1,0.005,100000,1013,0.01013
zone,7252348260,2,0.005,100000,2,2e-05
zone,7252348348,2,0.005,100000,1,1e-05
zone,7302027445,1,0.005,100000,1478,0.01478
zone,7324925163,2,0.005,100000,4,4e-05
zone,7507211789,3,0.005,100000,0,0.0
zone,7526485262,3,0.005,100000,0,0.0
zone,7538034841,1,0.005,100000,992,0.00992
zone,8180254364,3,0.005,100000,2,2e-05
zone,8194970010,3,0.005,100000,0,0.0
zone,8384828362,2,0.005,100000,12,0.00012
zone,9077221631,3,0.005,100000,2,2e-05
zone,9388663514,3,0.005,100000,0,0.0
zone,9442685034,1,0.005,100000,1091,0.01091
zone,9458274498,2,0.005,100000,74,0.00074
zone,9465476414,1,0.005,100000,511,0.00511
zone,9572309680,3,0.005,100000,1,1e-05
zone,10121889968,3,0.005,100000,0,0.0
zone,11020963045,2,0.005,100000,5,5e-05
zone,11242746353,4,0.005,100000,0,0.0
zone,11244319933,1,0.005,100000,501,0.00501
zone,11283451737,1,0.005,100000,501,0.00501
zone,11374707215,2,0.005,100000,10,0.0001
zone,12208571890,3,0.005,100000,0,0.0
zone,12469949090,1,0.005,100000,500,0.005
zone,12475540910,1,0.005,100000,5554,0.05554
zone,12859738691,1,0.005,100000,1498,0.01498
zone,12966750100,3,0.005,100000,0,0.0
class,-1,0,0.005,100000,100000,1.0
class,-1,1,0.005,100000,74902,0.013375357142857144
class,-1,2,0.005,100000,2136,0.0002248421052631579
class,-1,3,0.005,100000,22,2.558139534883721e-06
class,-1,4,0.005,100000,0,0.0
class,-1,5,0.005,100000,0,0.0
class,-1,inf,0.005,100000,0,0.0
slope_class,-1,1,,5,-1,1.123
slope_class,-1,2,,5,-1,2.089
slope_class,-1,3,,5,-1,3.13
slope_class,-1,4,,3,-1,4.434
slope_zone_median,-1,1,,56,-1,1.097
slope_zone_median,-1,2,,95,-1,2.178
