city,orientation,d,w,kappa
Amsterdam,DA,46514542,0.0027472527472527,2
Amsterdam,DA,922662498,0.0027472527472527,1
Amsterdam,DA,10585373288,0.0027472527472527,1
Amsterdam,DA,46249143,0.0082417582417582,1
Amsterdam,DA,46268854,0.0054945054945054,2
Amsterdam,DA,46289604,0.1236263736263736,1
Amsterdam,DA,46310386,0.0137362637362637,2
Amsterdam,DA,2772719489,0.0082417582417582,1
Amsterdam,DA,46371106,0.0247252747252747,1
Amsterdam,DA,3300515578,0.0714285714285714,2
Amsterdam,DA,46411017,0.1648351648351648,1
Amsterdam,DA,46435511,0.0439560439560439,2
Amsterdam,DA,1615543977,0.0164835164835164,2
Amsterdam,DA,46468706,0.0109890109890109,3
Amsterdam,DA,1718573622,0.0164835164835164,2
Amsterdam,DA,8439295219,0.0027472527472527,1
Amsterdam,DA,46514806,0.0027472527472527,2
Amsterdam,DA,46173879,0.0082417582417582,2
Amsterdam,DA,46188193,0.0027472527472527,2
Amsterdam,DA,46209547,0.0109890109890109,1
Amsterdam,DA,46226051,0.0054945054945054,2
Amsterdam,DA,46249918,0.0137362637362637,1
Amsterdam,DA,280989731,0.0686813186813186,2
Amsterdam,DA,46288279,0.1263736263736263,1
Amsterdam,DA,46309533,0.0851648351648351,3
Amsterdam,DA,46330371,0.1098901098901098,2
Amsterdam,DA,46348429,0.0851648351648351,3
Amsterdam,DA,46369747,0.0274725274725274,2
Amsterdam,DA,46389668,0.1758241758241758,1
Amsterdam,DA,940042043,0.0604395604395604,1
Amsterdam,DA,46429656,0.1318681318681318,2
Amsterdam,DA,1284046432,0.0137362637362637,2
Amsterdam,DA,7886095726,0.0054945054945054,1
Amsterdam,DA,7997216056,0.0054945054945054,1
Amsterdam,DA,46187415,0.0027472527472527,3
Amsterdam,DA,46232048,0.0137362637362637,2
Amsterdam,DA,6239303038,0.0054945054945054,1
Amsterdam,DA,46269468,0.0521978021978022,3
Amsterdam,DA,46289304,0.0494505494505494,1
Amsterdam,DA,46308006,0.0302197802197802,1
Amsterdam,DA,46328500,0.1483516483516483,1
Amsterdam,DA,2311089467,0.3818681318681318,3
Amsterdam,DA,46365716,0.2115384615384615,2
Amsterdam,DA,1624052875,0.0851648351648351,4
Amsterdam,DA,46410072,0.0851648351648351,3
