city,k_label,d,w,kappa
Amsterdam,2,46232048,0.013736263736263736,2
Amsterdam,2,6239303038,0.005494505494505495,1
Amsterdam,2,46269468,0.0521978021978022,4
Amsterdam,2,46289304,0.04945054945054945,4
Amsterdam,2,46308006,0.03021978021978022,2
Amsterdam,2,46328500,0.14835164835164835,1
Amsterdam,2,2311089467,0.38186813186813184,4
Amsterdam,2,46365716,0.21153846153846154,4
Amsterdam,2,1624052875,0.08516483516483517,4
Amsterdam,2,46410072,0.08516483516483517,3
Amsterdam,2,5911917067,0.016483516483516484,2
Amsterdam,2,46450028,0.04120879120879121,3
Amsterdam,2,7944358639,0.0027472527472527475,3
Amsterdam,2,46173882,0.0027472527472527475,2
Amsterdam,2,46187268,0.08791208791208792,2
Amsterdam,2,46203773,0.03571428571428571,3
Amsterdam,2,7093136772,0.09065934065934066,2
Amsterdam,2,3898433611,0.038461538461538464,2
Amsterdam,2,46270689,0.03296703296703297,3
Amsterdam,2,46287877,0.01098901098901099,5
Amsterdam,2,46307544,0.08791208791208792,6
Amsterdam,2,46322718,0.019230769230769232,2
Amsterdam,2,46346468,0.07142857142857142,3
Amsterdam,2,7042586056,0.5741758241758241,3
Amsterdam,2,2296170442,0.12637362637362637,3
Amsterdam,2,1891957960,0.11813186813186813,1
Amsterdam,2,4625767495,0.08241758241758242,4
Amsterdam,2,3306416557,0.10989010989010989,2
